id_produto,loja,data,quantidade_estoque
39,Loja 2,2024-10-26,58
24,Loja 1,2024-10-05,148
44,Loja 4,2024-09-11,299
36,Loja 2,2024-10-27,351
10,Loja 1,2024-11-01,88
23,Loja 4,2024-10-13,283
11,Loja 3,2024-11-21,139
58,Loja 3,2024-12-26,64
40,Loja 1,2024-12-07,286
50,Loja 3,2024-09-29,172
53,Loja 5,2024-09-28,688
4,Loja 4,2024-10-24,330
27,Loja 5,2024-11-10,205
53,Loja 2,2024-12-03,59
31,Loja 3,2024-09-04,241
52,Loja 2,2024-11-16,359
53,Loja 6,2024-09-24,305
6,Loja 4,2024-12-27,17
27,Loja 5,2024-10-04,287
54,Loja 6,2024-12-05,309
30,Loja 5,2024-09-23,243
30,Loja 2,2024-11-07,823
8,Loja 3,2024-11-13,552
46,Loja 3,2024-09-14,415
12,Loja 4,2024-11-14,116
23,Loja 6,2024-12-01,367
6,Loja 3,2024-12-18,242
35,Loja 2,2024-12-14,114
55,Loja 5,2024-11-04,174
5,Loja 1,2024-11-28,59
5,Loja 1,2024-12-07,92
27,Loja 6,2024-09-11,297
8,Loja 4,2024-09-18,217
12,Loja 1,2024-11-10,563
23,Loja 1,2024-11-16,18
32,Loja 1,2024-09-01,484
45,Loja 5,2024-12-12,117
5,Loja 6,2024-09-17,210
4,Loja 6,2024-10-04,261
38,Loja 2,2024-10-23,183
6,Loja 2,2024-11-05,242
60,Loja 6,2024-10-22,186
21,Loja 1,2024-09-04,423
60,Loja 1,2024-12-03,140
25,Loja 1,2024-11-19,245
48,Loja 4,2024-12-04,119
14,Loja 2,2024-10-30,268
16,Loja 4,2024-11-21,289
44,Loja 2,2024-12-16,56
43,Loja 3,2024-12-09,63
30,Loja 2,2024-12-10,1029
38,Loja 2,2024-10-02,277
52,Loja 1,2024-09-08,527
47,Loja 6,2024-09-27,265
4,Loja 1,2024-12-08,307
21,Loja 3,2024-09-01,332
39,Loja 2,2024-09-19,107
11,Loja 5,2024-10-15,133
6,Loja 1,2024-12-20,91
28,Loja 5,2024-10-30,176
24,Loja 6,2024-11-13,157
14,Loja 1,2024-12-30,139
26,Loja 2,2024-10-09,400
51,Loja 2,2024-12-04,320
30,Loja 4,2024-12-18,228
50,Loja 4,2024-12-25,193
59,Loja 5,2024-12-26,640
47,Loja 4,2024-11-02,422
4,Loja 2,2024-11-01,1418
53,Loja 6,2024-11-27,551
20,Loja 6,2024-10-21,99
14,Loja 5,2024-12-27,434
36,Loja 5,2024-10-11,86
1,Loja 4,2024-10-01,243
30,Loja 3,2024-09-18,487
16,Loja 2,2024-12-25,67
32,Loja 6,2024-11-21,208
50,Loja 1,2024-11-25,135
5,Loja 1,2024-10-27,282
24,Loja 6,2024-10-03,255
18,Loja 1,2024-12-05,164
59,Loja 2,2024-10-09,625
5,Loja 4,2024-09-11,511
42,Loja 6,2024-11-27,83
55,Loja 4,2024-12-09,170
21,Loja 6,2024-11-04,142
14,Loja 1,2024-11-28,107
27,Loja 6,2024-12-07,309
36,Loja 6,2024-11-26,63
25,Loja 1,2024-09-29,370
33,Loja 4,2024-10-05,573
12,Loja 3,2024-11-09,158
19,Loja 4,2024-12-04,206
43,Loja 5,2024-12-08,193
49,Loja 2,2024-12-02,44
4,Loja 4,2024-12-06,159
47,Loja 1,2024-12-19,209
25,Loja 1,2024-10-04,248
40,Loja 5,2024-12-27,1024
53,Loja 6,2024-11-24,533
26,Loja 1,2024-11-17,189
29,Loja 2,2024-11-04,47
20,Loja 2,2024-09-20,701
2,Loja 3,2024-10-15,201
34,Loja 5,2024-11-13,122
6,Loja 6,2024-09-26,124
56,Loja 5,2024-12-17,19
14,Loja 3,2024-10-30,502
26,Loja 6,2024-09-13,269
55,Loja 4,2024-09-20,1014
26,Loja 5,2024-12-28,253
25,Loja 3,2024-11-27,260
37,Loja 4,2024-12-03,330
40,Loja 6,2024-12-19,21
37,Loja 5,2024-11-11,664
27,Loja 5,2024-10-20,170
50,Loja 1,2024-09-30,235
40,Loja 2,2024-09-27,589
3,Loja 4,2024-10-01,186
3,Loja 5,2024-11-11,269
41,Loja 3,2024-11-23,190
48,Loja 6,2024-10-14,575
57,Loja 4,2024-11-17,321
4,Loja 4,2024-10-15,284
54,Loja 2,2024-12-05,76
26,Loja 4,2024-12-14,215
13,Loja 1,2024-12-19,98
32,Loja 4,2024-09-22,59
37,Loja 4,2024-12-11,376
5,Loja 1,2024-11-03,182
50,Loja 1,2024-09-09,258
35,Loja 1,2024-12-11,932
35,Loja 1,2024-09-17,606
1,Loja 6,2024-10-01,160
51,Loja 2,2024-10-28,794
36,Loja 2,2024-12-20,111
50,Loja 5,2024-09-19,134
48,Loja 1,2024-10-28,274
5,Loja 6,2024-09-09,256
55,Loja 1,2024-10-11,561
51,Loja 5,2024-10-03,415
58,Loja 4,2024-09-02,439
6,Loja 6,2024-09-01,144
36,Loja 1,2024-10-27,109
40,Loja 2,2024-09-25,576
11,Loja 4,2024-12-27,100
32,Loja 6,2024-12-23,225
54,Loja 3,2024-11-30,201
49,Loja 1,2024-12-13,290
25,Loja 3,2024-12-03,265
18,Loja 1,2024-09-01,463
28,Loja 6,2024-11-24,147
36,Loja 1,2024-09-17,179
17,Loja 4,2024-09-11,327
21,Loja 4,2024-10-25,402
39,Loja 4,2024-11-03,281
31,Loja 1,2024-10-18,161
33,Loja 4,2024-11-06,562
59,Loja 6,2024-09-03,425
14,Loja 5,2024-09-24,283
32,Loja 5,2024-12-26,790
46,Loja 5,2024-12-11,67
21,Loja 3,2024-09-17,306
35,Loja 1,2024-10-28,795
58,Loja 3,2024-09-02,328
13,Loja 2,2024-12-16,44
60,Loja 1,2024-11-25,141
1,Loja 2,2024-09-18,229
42,Loja 4,2024-11-26,72
7,Loja 1,2024-12-22,26
45,Loja 1,2024-11-17,591
41,Loja 2,2024-10-28,357
48,Loja 6,2024-09-18,767
56,Loja 1,2024-09-23,445
51,Loja 6,2024-11-03,65
39,Loja 5,2024-09-20,239
29,Loja 3,2024-12-27,59
53,Loja 4,2024-10-31,46
38,Loja 2,2024-09-21,388
37,Loja 2,2024-11-14,154
13,Loja 6,2024-12-20,103
35,Loja 4,2024-12-26,293
43,Loja 2,2024-10-25,153
32,Loja 1,2024-10-08,819
28,Loja 3,2024-11-23,204
15,Loja 5,2024-09-13,409
10,Loja 3,2024-11-26,423
23,Loja 6,2024-10-03,508
48,Loja 4,2024-10-23,69
13,Loja 1,2024-10-24,111
57,Loja 3,2024-11-20,238
5,Loja 4,2024-12-21,149
56,Loja 5,2024-11-02,49
57,Loja 3,2024-10-04,155
9,Loja 1,2024-12-05,144
27,Loja 1,2024-10-20,512
14,Loja 3,2024-12-04,426
35,Loja 3,2024-09-02,465
19,Loja 5,2024-09-30,402
21,Loja 6,2024-11-19,121
19,Loja 1,2024-12-05,171
34,Loja 5,2024-10-12,134
41,Loja 3,2024-11-16,167
5,Loja 2,2024-12-15,79
42,Loja 4,2024-10-26,94
29,Loja 1,2024-11-10,117
45,Loja 4,2024-11-12,152
45,Loja 3,2024-10-23,613
57,Loja 1,2024-09-18,539
31,Loja 6,2024-11-06,137
60,Loja 6,2024-12-03,173
4,Loja 6,2024-09-17,213
19,Loja 2,2024-12-10,120
54,Loja 1,2024-11-19,333
32,Loja 4,2024-09-19,57
54,Loja 3,2024-09-14,259
29,Loja 2,2024-10-15,56
43,Loja 6,2024-09-23,181
37,Loja 5,2024-09-08,253
15,Loja 6,2024-09-14,494
16,Loja 3,2024-11-04,206
8,Loja 1,2024-10-05,495
53,Loja 4,2024-09-08,159
40,Loja 2,2024-09-30,475
43,Loja 2,2024-12-27,94
5,Loja 6,2024-12-15,88
28,Loja 5,2024-12-27,154
25,Loja 1,2024-11-15,306
25,Loja 2,2024-11-24,413
24,Loja 6,2024-12-13,140
7,Loja 6,2024-09-08,530
60,Loja 5,2024-12-09,18
55,Loja 1,2024-09-15,417
17,Loja 6,2024-12-08,106
16,Loja 4,2024-09-09,275
7,Loja 2,2024-12-14,701
15,Loja 1,2024-12-12,717
58,Loja 1,2024-12-06,178
21,Loja 1,2024-12-20,995
23,Loja 1,2024-09-19,188
60,Loja 3,2024-09-16,368
22,Loja 6,2024-11-09,42
15,Loja 3,2024-10-05,316
59,Loja 4,2024-11-08,536
18,Loja 4,2024-09-04,345
28,Loja 3,2024-11-28,220
24,Loja 1,2024-11-07,241
25,Loja 4,2024-11-20,91
35,Loja 3,2024-09-22,333
43,Loja 5,2024-10-07,298
18,Loja 6,2024-10-17,82
56,Loja 5,2024-11-16,22
34,Loja 3,2024-12-18,590
23,Loja 3,2024-09-26,398
10,Loja 1,2024-11-15,63
45,Loja 6,2024-12-14,297
59,Loja 6,2024-12-08,119
46,Loja 4,2024-10-16,257
11,Loja 2,2024-11-28,283
56,Loja 1,2024-09-15,380
40,Loja 2,2024-10-29,170
21,Loja 5,2024-09-07,393
48,Loja 2,2024-09-24,144
35,Loja 4,2024-09-28,166
12,Loja 4,2024-10-30,123
42,Loja 4,2024-10-20,69
17,Loja 3,2024-12-14,289
47,Loja 1,2024-09-01,440
11,Loja 4,2024-12-25,104
34,Loja 2,2024-12-04,180
35,Loja 3,2024-12-31,125
15,Loja 3,2024-09-03,521
4,Loja 6,2024-12-23,109
1,Loja 6,2024-11-09,172
16,Loja 5,2024-10-14,146
40,Loja 1,2024-09-19,387
3,Loja 3,2024-10-03,1025
24,Loja 4,2024-12-17,301
15,Loja 1,2024-11-30,486
59,Loja 6,2024-09-18,453
50,Loja 6,2024-09-01,379
19,Loja 2,2024-12-09,132
8,Loja 2,2024-10-31,374
56,Loja 3,2024-10-12,248
12,Loja 6,2024-10-11,937
37,Loja 3,2024-10-05,1103
45,Loja 3,2024-11-21,798
3,Loja 1,2024-12-19,160
59,Loja 4,2024-09-18,801
34,Loja 3,2024-10-13,392
46,Loja 2,2024-10-06,186
29,Loja 3,2024-11-02,73
39,Loja 3,2024-11-21,50
16,Loja 5,2024-10-31,188
29,Loja 2,2024-11-09,54
59,Loja 4,2024-10-13,698
40,Loja 1,2024-12-29,174
49,Loja 2,2024-11-24,44
30,Loja 3,2024-09-08,587
47,Loja 3,2024-10-09,373
43,Loja 4,2024-09-02,311
33,Loja 4,2024-12-27,687
9,Loja 2,2024-09-03,451
25,Loja 2,2024-09-01,218
28,Loja 1,2024-11-17,361
25,Loja 3,2024-12-02,245
44,Loja 6,2024-11-20,454
24,Loja 3,2024-12-26,68
9,Loja 2,2024-10-20,280
42,Loja 2,2024-09-29,462
53,Loja 1,2024-11-29,156
55,Loja 1,2024-09-01,453
25,Loja 5,2024-12-09,204
15,Loja 2,2024-11-29,176
48,Loja 4,2024-09-13,89
18,Loja 5,2024-09-13,642
27,Loja 2,2024-12-01,290
25,Loja 6,2024-10-13,154
16,Loja 4,2024-09-13,334
20,Loja 2,2024-09-13,466
24,Loja 4,2024-12-08,269
13,Loja 1,2024-11-06,113
46,Loja 6,2024-11-17,1276
60,Loja 6,2024-12-23,160
50,Loja 2,2024-11-09,155
57,Loja 2,2024-09-05,364
50,Loja 1,2024-11-02,96
38,Loja 2,2024-12-24,185
55,Loja 1,2024-10-31,423
50,Loja 1,2024-12-09,146
28,Loja 4,2024-11-16,456
11,Loja 4,2024-09-01,273
2,Loja 4,2024-09-05,156
3,Loja 1,2024-09-08,490
28,Loja 1,2024-11-15,335
33,Loja 1,2024-10-01,285
38,Loja 2,2024-11-25,160
20,Loja 6,2024-11-13,121
10,Loja 3,2024-09-17,381
40,Loja 2,2024-11-14,109
56,Loja 6,2024-09-22,191
8,Loja 1,2024-10-16,457
38,Loja 5,2024-09-15,269
56,Loja 3,2024-09-18,209
16,Loja 1,2024-12-08,77
55,Loja 2,2024-12-05,326
11,Loja 4,2024-10-20,116
14,Loja 2,2024-12-08,116
24,Loja 1,2024-09-26,229
45,Loja 4,2024-12-22,65
50,Loja 5,2024-11-05,176
40,Loja 1,2024-10-28,312
2,Loja 1,2024-09-10,299
58,Loja 5,2024-11-16,282
56,Loja 3,2024-12-29,79
40,Loja 2,2024-12-10,91
54,Loja 2,2024-11-02,115
12,Loja 3,2024-12-26,146
39,Loja 5,2024-12-29,191
40,Loja 1,2024-10-21,355
9,Loja 6,2024-10-02,525
47,Loja 2,2024-12-09,477
39,Loja 1,2024-12-04,294
27,Loja 1,2024-09-18,385
6,Loja 1,2024-12-27,58
24,Loja 1,2024-10-10,159
15,Loja 6,2024-11-22,1010
55,Loja 5,2024-11-02,192
27,Loja 6,2024-12-11,250
13,Loja 6,2024-12-12,95
37,Loja 4,2024-10-12,280
54,Loja 3,2024-12-20,290
53,Loja 1,2024-09-24,249
5,Loja 4,2024-10-22,292
60,Loja 3,2024-09-27,269
48,Loja 2,2024-09-22,153
36,Loja 5,2024-11-21,69
32,Loja 3,2024-11-23,138
24,Loja 5,2024-09-08,589
27,Loja 5,2024-12-14,311
26,Loja 2,2024-11-16,440
20,Loja 6,2024-10-08,101
27,Loja 6,2024-09-17,356
35,Loja 1,2024-11-15,865
17,Loja 2,2024-11-03,1080
52,Loja 3,2024-12-05,192
20,Loja 3,2024-12-16,1212
9,Loja 1,2024-12-28,89
53,Loja 6,2024-11-15,499
6,Loja 5,2024-12-26,11
22,Loja 4,2024-11-15,115
8,Loja 2,2024-12-08,392
15,Loja 1,2024-09-10,503
28,Loja 4,2024-09-22,525
17,Loja 3,2024-10-25,488
53,Loja 1,2024-10-25,126
17,Loja 4,2024-10-17,231
7,Loja 6,2024-12-26,505
51,Loja 5,2024-09-29,317
43,Loja 3,2024-10-04,193
31,Loja 5,2024-09-16,118
47,Loja 4,2024-09-15,244
25,Loja 5,2024-09-28,93
24,Loja 2,2024-10-22,173
23,Loja 3,2024-12-01,165
13,Loja 5,2024-09-14,416
25,Loja 1,2024-10-10,178
59,Loja 6,2024-09-08,448
52,Loja 1,2024-12-06,375
58,Loja 1,2024-10-20,92
55,Loja 3,2024-10-15,163
22,Loja 2,2024-10-06,334
42,Loja 6,2024-11-26,82
58,Loja 5,2024-09-20,390
20,Loja 3,2024-12-20,1546
48,Loja 6,2024-10-29,306
43,Loja 3,2024-12-03,65
25,Loja 6,2024-09-07,148
15,Loja 1,2024-11-04,363
2,Loja 3,2024-12-05,197
35,Loja 4,2024-12-29,241
30,Loja 1,2024-12-04,386
45,Loja 2,2024-09-04,366
31,Loja 5,2024-12-11,272
54,Loja 4,2024-12-02,249
36,Loja 3,2024-11-24,546
6,Loja 2,2024-11-03,247
44,Loja 1,2024-10-26,209
41,Loja 3,2024-10-22,101
49,Loja 6,2024-09-10,502
55,Loja 3,2024-11-04,108
4,Loja 6,2024-12-20,92
6,Loja 6,2024-10-01,103
9,Loja 3,2024-11-24,103
7,Loja 5,2024-11-01,201
29,Loja 6,2024-12-30,247
59,Loja 4,2024-09-07,451
50,Loja 3,2024-09-05,259
50,Loja 3,2024-11-18,180
56,Loja 5,2024-12-29,21
8,Loja 2,2024-12-11,445
25,Loja 6,2024-11-01,156
3,Loja 3,2024-10-23,923
43,Loja 1,2024-09-16,393
23,Loja 4,2024-11-26,470
56,Loja 5,2024-09-23,97
9,Loja 5,2024-10-30,198
32,Loja 3,2024-11-29,85
39,Loja 4,2024-12-07,122
60,Loja 6,2024-12-25,148
55,Loja 2,2024-11-23,287
47,Loja 5,2024-12-17,155
55,Loja 3,2024-10-06,150
7,Loja 6,2024-12-21,451
22,Loja 5,2024-10-06,149
38,Loja 2,2024-10-08,239
11,Loja 6,2024-10-04,67
49,Loja 5,2024-10-20,94
55,Loja 2,2024-12-09,369
42,Loja 3,2024-09-08,215
50,Loja 1,2024-09-10,271
24,Loja 2,2024-10-03,370
47,Loja 2,2024-11-23,515
5,Loja 6,2024-12-13,77
7,Loja 2,2024-09-17,405
54,Loja 5,2024-12-10,253
15,Loja 2,2024-11-28,158
46,Loja 6,2024-11-24,2214
40,Loja 3,2024-10-09,798
36,Loja 2,2024-10-14,322
54,Loja 1,2024-09-15,306
13,Loja 6,2024-12-04,97
59,Loja 5,2024-11-28,364
57,Loja 2,2024-11-30,774
9,Loja 2,2024-09-29,239
32,Loja 4,2024-11-27,70
50,Loja 1,2024-10-27,113
33,Loja 2,2024-09-09,189
56,Loja 2,2024-12-05,293
7,Loja 4,2024-11-15,133
43,Loja 2,2024-09-26,141
48,Loja 4,2024-09-18,81
14,Loja 6,2024-09-18,150
52,Loja 2,2024-10-28,482
46,Loja 3,2024-09-09,366
35,Loja 5,2024-10-16,191
24,Loja 6,2024-12-20,123
22,Loja 6,2024-11-21,56
11,Loja 5,2024-12-16,180
19,Loja 3,2024-12-19,411
60,Loja 4,2024-12-29,661
10,Loja 5,2024-10-28,127
17,Loja 6,2024-09-24,270
19,Loja 6,2024-11-11,202
59,Loja 4,2024-09-08,513
58,Loja 5,2024-10-29,317
14,Loja 2,2024-09-20,154
7,Loja 3,2024-12-12,592
44,Loja 1,2024-11-22,267
6,Loja 3,2024-09-30,268
16,Loja 5,2024-12-15,101
52,Loja 4,2024-09-29,213
50,Loja 5,2024-09-05,168
11,Loja 4,2024-09-12,310
54,Loja 2,2024-11-17,69
35,Loja 2,2024-10-10,100
43,Loja 4,2024-09-27,336
5,Loja 6,2024-12-29,80
49,Loja 3,2024-10-29,511
41,Loja 4,2024-09-01,455
35,Loja 6,2024-11-20,54
32,Loja 3,2024-12-22,85
26,Loja 5,2024-12-29,243
40,Loja 1,2024-12-25,210
20,Loja 5,2024-09-16,467
13,Loja 6,2024-09-29,178
2,Loja 4,2024-10-27,109
34,Loja 6,2024-09-15,551
46,Loja 3,2024-11-28,287
19,Loja 4,2024-09-28,239
22,Loja 3,2024-12-19,108
45,Loja 3,2024-11-19,641
6,Loja 4,2024-09-21,111
51,Loja 5,2024-11-26,178
53,Loja 5,2024-10-16,1069
33,Loja 5,2024-09-16,161
4,Loja 5,2024-12-02,182
50,Loja 4,2024-09-26,265
7,Loja 2,2024-10-29,883
26,Loja 4,2024-10-18,192
33,Loja 4,2024-11-11,601
37,Loja 4,2024-10-11,279
23,Loja 3,2024-11-09,307
40,Loja 2,2024-09-16,597
17,Loja 3,2024-09-12,461
21,Loja 6,2024-09-02,396
1,Loja 4,2024-11-12,101
44,Loja 3,2024-12-07,85
4,Loja 2,2024-11-13,1061
17,Loja 1,2024-11-04,307
11,Loja 6,2024-11-20,30
1,Loja 3,2024-12-01,22
14,Loja 2,2024-11-18,157
28,Loja 5,2024-12-01,311
6,Loja 4,2024-11-02,83
36,Loja 6,2024-11-10,44
11,Loja 4,2024-10-27,121
20,Loja 5,2024-11-01,409
56,Loja 5,2024-11-10,36
12,Loja 3,2024-12-09,88
39,Loja 1,2024-10-30,406
19,Loja 4,2024-09-16,237
34,Loja 2,2024-10-23,170
34,Loja 6,2024-09-14,513
23,Loja 6,2024-11-04,399
5,Loja 6,2024-10-26,109
54,Loja 3,2024-09-06,277
42,Loja 1,2024-11-26,189
14,Loja 5,2024-12-22,392
15,Loja 4,2024-09-21,390
45,Loja 3,2024-12-17,430
15,Loja 1,2024-11-26,408
8,Loja 6,2024-12-22,1194
9,Loja 3,2024-11-26,108
30,Loja 3,2024-09-07,517
1,Loja 5,2024-10-07,354
22,Loja 3,2024-12-17,111
53,Loja 1,2024-09-08,316
51,Loja 1,2024-09-17,547
27,Loja 6,2024-11-10,498
35,Loja 1,2024-09-22,761
45,Loja 1,2024-11-27,730
16,Loja 1,2024-09-25,213
49,Loja 4,2024-11-03,294
23,Loja 6,2024-11-05,377
12,Loja 5,2024-12-29,38
30,Loja 3,2024-11-04,776
8,Loja 6,2024-10-23,401
53,Loja 3,2024-12-02,170
47,Loja 6,2024-11-25,308
28,Loja 4,2024-09-30,560
25,Loja 4,2024-10-11,245
30,Loja 1,2024-12-08,257
56,Loja 1,2024-09-14,370
30,Loja 1,2024-11-25,448
17,Loja 3,2024-10-04,519
25,Loja 3,2024-12-08,243
51,Loja 5,2024-11-30,170
11,Loja 1,2024-12-21,40
57,Loja 4,2024-12-02,370
45,Loja 3,2024-10-22,534
58,Loja 6,2024-09-10,446
13,Loja 1,2024-09-08,139
60,Loja 4,2024-09-10,474
50,Loja 4,2024-11-11,73
44,Loja 6,2024-10-17,338
22,Loja 6,2024-10-03,73
14,Loja 3,2024-11-18,440
45,Loja 5,2024-09-14,282
24,Loja 4,2024-10-03,305
13,Loja 6,2024-12-01,107
45,Loja 1,2024-10-11,295
41,Loja 2,2024-11-11,305
50,Loja 1,2024-11-26,135
30,Loja 5,2024-11-16,331
45,Loja 2,2024-11-13,225
31,Loja 5,2024-11-16,314
25,Loja 6,2024-12-22,568
45,Loja 2,2024-11-15,231
15,Loja 6,2024-12-17,885
37,Loja 2,2024-09-29,243
35,Loja 2,2024-09-08,125
41,Loja 6,2024-11-14,161
38,Loja 6,2024-10-26,836
17,Loja 4,2024-11-17,72
41,Loja 6,2024-10-21,341
44,Loja 1,2024-12-04,160
44,Loja 2,2024-12-31,39
21,Loja 5,2024-09-10,363
60,Loja 4,2024-12-22,769
49,Loja 3,2024-10-03,382
48,Loja 1,2024-11-26,209
40,Loja 6,2024-09-19,86
54,Loja 1,2024-12-14,825
49,Loja 5,2024-11-04,167
47,Loja 2,2024-11-09,653
17,Loja 5,2024-12-14,563
54,Loja 1,2024-11-17,326
4,Loja 5,2024-10-10,265
35,Loja 5,2024-12-01,89
17,Loja 4,2024-11-08,77
48,Loja 1,2024-10-02,236
14,Loja 1,2024-09-23,64
1,Loja 6,2024-10-25,137
50,Loja 2,2024-11-05,160
25,Loja 5,2024-12-29,83
42,Loja 2,2024-10-28,304
15,Loja 4,2024-09-23,371
17,Loja 6,2024-09-08,160
39,Loja 6,2024-11-24,58
58,Loja 6,2024-10-23,483
58,Loja 1,2024-11-28,137
34,Loja 2,2024-09-02,145
21,Loja 6,2024-09-19,303
40,Loja 5,2024-12-19,1556
10,Loja 1,2024-10-08,159
28,Loja 4,2024-12-09,352
37,Loja 2,2024-11-20,102
20,Loja 3,2024-09-22,332
60,Loja 2,2024-10-13,82
32,Loja 1,2024-10-13,807
13,Loja 6,2024-09-15,239
20,Loja 1,2024-09-13,366
24,Loja 5,2024-10-03,981
43,Loja 2,2024-10-15,140
12,Loja 3,2024-12-08,85
36,Loja 2,2024-09-23,333
60,Loja 5,2024-11-18,27
42,Loja 4,2024-09-07,140
44,Loja 3,2024-11-16,108
12,Loja 3,2024-11-08,168
17,Loja 4,2024-12-15,66
22,Loja 5,2024-12-23,105
30,Loja 3,2024-11-25,692
59,Loja 6,2024-10-12,341
52,Loja 5,2024-10-19,204
57,Loja 4,2024-09-29,237
34,Loja 3,2024-10-21,436
44,Loja 5,2024-11-17,296
11,Loja 5,2024-09-04,516
3,Loja 4,2024-10-23,251
52,Loja 5,2024-10-28,300
31,Loja 4,2024-12-10,99
26,Loja 2,2024-12-08,593
16,Loja 2,2024-12-22,84
38,Loja 3,2024-10-08,447
12,Loja 6,2024-12-24,301
50,Loja 6,2024-12-21,246
14,Loja 2,2024-10-31,255
29,Loja 6,2024-09-02,285
32,Loja 3,2024-12-17,74
14,Loja 1,2024-11-10,67
20,Loja 1,2024-09-03,451
18,Loja 2,2024-09-08,254
14,Loja 6,2024-10-29,218
7,Loja 3,2024-12-09,622
17,Loja 5,2024-12-15,530
58,Loja 1,2024-10-26,83
38,Loja 2,2024-12-02,143
40,Loja 3,2024-11-07,463
41,Loja 6,2024-10-10,201
25,Loja 5,2024-10-15,142
27,Loja 3,2024-09-19,212
56,Loja 1,2024-09-11,309
3,Loja 5,2024-12-09,173
38,Loja 6,2024-11-11,1220
11,Loja 4,2024-09-21,217
44,Loja 1,2024-10-12,207
14,Loja 6,2024-12-27,320
54,Loja 5,2024-12-31,356
45,Loja 5,2024-12-18,138
23,Loja 5,2024-11-15,243
35,Loja 5,2024-11-09,119
33,Loja 6,2024-12-15,313
14,Loja 1,2024-10-29,46
1,Loja 2,2024-09-17,248
11,Loja 3,2024-10-05,113
11,Loja 4,2024-12-29,113
13,Loja 2,2024-12-17,40
4,Loja 1,2024-12-27,176
1,Loja 2,2024-12-14,212
55,Loja 5,2024-12-23,208
39,Loja 3,2024-09-14,157
28,Loja 4,2024-11-20,347
37,Loja 1,2024-10-30,65
43,Loja 5,2024-11-12,241
54,Loja 3,2024-09-11,344
7,Loja 1,2024-12-08,21
50,Loja 6,2024-09-03,462
51,Loja 5,2024-12-21,132
38,Loja 6,2024-10-22,799
10,Loja 3,2024-12-16,682
38,Loja 6,2024-11-01,947
3,Loja 2,2024-10-30,28
10,Loja 6,2024-11-01,559
21,Loja 4,2024-11-10,475
8,Loja 5,2024-09-20,405
29,Loja 3,2024-09-04,313
59,Loja 5,2024-09-06,285
46,Loja 4,2024-11-25,205
16,Loja 4,2024-11-23,284
21,Loja 1,2024-09-02,461
51,Loja 3,2024-10-02,725
5,Loja 1,2024-10-13,174
9,Loja 2,2024-10-10,196
21,Loja 5,2024-11-21,126
45,Loja 1,2024-10-26,376
24,Loja 4,2024-09-01,411
26,Loja 6,2024-11-13,429
9,Loja 6,2024-12-05,378
40,Loja 4,2024-09-05,201
25,Loja 4,2024-11-05,94
2,Loja 3,2024-09-14,533
15,Loja 3,2024-09-21,334
25,Loja 4,2024-11-11,72
47,Loja 3,2024-11-12,523
33,Loja 5,2024-09-06,153
18,Loja 3,2024-11-28,81
16,Loja 2,2024-10-10,94
10,Loja 5,2024-10-10,151
8,Loja 6,2024-10-05,404
54,Loja 2,2024-11-27,59
10,Loja 6,2024-10-23,444
26,Loja 5,2024-12-03,203
34,Loja 3,2024-11-26,294
57,Loja 4,2024-09-20,371
22,Loja 2,2024-10-09,269
56,Loja 1,2024-12-08,143
46,Loja 2,2024-09-04,174
55,Loja 3,2024-12-08,66
8,Loja 5,2024-12-15,141
29,Loja 6,2024-11-17,271
7,Loja 6,2024-10-07,535
1,Loja 5,2024-12-03,116
51,Loja 2,2024-09-02,188
30,Loja 3,2024-09-19,429
37,Loja 6,2024-09-21,218
54,Loja 3,2024-12-21,256
12,Loja 1,2024-12-17,272
57,Loja 5,2024-12-05,589
57,Loja 4,2024-12-30,320
32,Loja 6,2024-12-18,305
54,Loja 3,2024-11-20,186
50,Loja 2,2024-10-28,119
52,Loja 2,2024-11-09,512
40,Loja 1,2024-11-20,376
10,Loja 4,2024-10-16,431
46,Loja 3,2024-09-27,543
3,Loja 4,2024-11-15,91
42,Loja 4,2024-12-26,55
55,Loja 5,2024-10-10,467
45,Loja 6,2024-12-08,306
35,Loja 2,2024-09-15,101
56,Loja 2,2024-10-07,225
43,Loja 6,2024-11-10,106
47,Loja 3,2024-12-12,411
14,Loja 1,2024-12-11,109
40,Loja 2,2024-09-20,708
34,Loja 5,2024-09-29,202
17,Loja 4,2024-10-01,394
35,Loja 6,2024-09-13,101
47,Loja 2,2024-11-13,451
30,Loja 2,2024-09-24,673
25,Loja 5,2024-10-12,131
38,Loja 2,2024-12-13,229
30,Loja 4,2024-09-10,136
32,Loja 6,2024-11-20,191
54,Loja 4,2024-11-16,433
20,Loja 6,2024-10-03,118
6,Loja 1,2024-09-02,345
16,Loja 1,2024-09-08,250
50,Loja 1,2024-12-15,155
41,Loja 4,2024-11-28,241
32,Loja 6,2024-10-11,317
2,Loja 5,2024-10-28,412
45,Loja 4,2024-12-09,88
46,Loja 6,2024-12-14,1251
29,Loja 6,2024-11-25,225
19,Loja 3,2024-12-20,406
49,Loja 6,2024-12-26,771
25,Loja 5,2024-11-30,251
48,Loja 3,2024-12-01,364
59,Loja 2,2024-09-09,512
23,Loja 2,2024-09-10,84
19,Loja 2,2024-10-26,257
3,Loja 6,2024-10-02,111
56,Loja 4,2024-09-06,488
15,Loja 4,2024-11-05,1792
51,Loja 2,2024-12-24,426
9,Loja 5,2024-10-08,154
27,Loja 3,2024-09-15,202
